class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
A,0.39715248346328735,0.7393169403076172,-3.9893291159387445e-07,0.0,0.45728570222854614,0.7345391511917114,-0.018648749217391014,0.0,0.5042346715927124,0.6528395414352417,-0.017826031893491745,0.0,0.5191243886947632,0.5718494057655334,-0.015266635455191135,0.0,0.5355411767959595,0.5252047181129456,-0.006852863822132349,0.0,0.4808124899864197,0.5824249982833862,-0.004168938845396042,0.0,0.4935798645019531,0.5227010250091553,-0.02555462345480919,0.0,0.4852534830570221,0.5774128437042236,-0.02763717994093895,0.0,0.47373896837234497,0.6029571890830994,-0.02415684424340725,0.0,0.44543009996414185,0.5798512101173401,-0.002156973583623767,0.0,0.45705723762512207,0.5307334661483765,-0.024693578481674194,0.0,0.4521160423755646,0.603271484375,-0.022231334820389748,0.0,0.4450458586215973,0.6112656593322754,-0.014105178415775299,0.0,0.41093191504478455,0.5859383940696716,-0.005328518804162741,0.0,0.42332255840301514,0.5481866002082825,-0.03401303291320801,0.0,0.4222290515899658,0.6177401542663574,-0.023253081366419792,0.0,0.41547003388404846,0.6228199005126953,-0.008566247299313545,0.0,0.3743934631347656,0.5959464311599731,-0.009485862217843533,0.0,0.3886857032775879,0.5712132453918457,-0.027386950328946114,0.0,0.3911815881729126,0.6163532733917236,-0.0195777527987957,0.0,0.3836360275745392,0.6202208399772644,-0.00934366974979639,0.0
A,0.3955838978290558,0.7454582452774048,-3.828459682608809e-07,0.0,0.45623907446861267,0.7313465476036072,-0.015897545963525772,0.0,0.5015388131141663,0.6504178643226624,-0.016012227162718773,0.0,0.5167160034179688,0.5712005496025085,-0.015491231344640255,0.0,0.5326352715492249,0.5224540829658508,-0.009543449617922306,0.0,0.47777900099754333,0.5814664363861084,-0.0027030128985643387,0.0,0.49286088347435,0.5205554366111755,-0.023211613297462463,0.0,0.48673802614212036,0.5761480331420898,-0.026502223685383797,0.0,0.47432392835617065,0.6023474931716919,-0.024531733244657516,0.0,0.4437779486179352,0.5795896053314209,-0.0027239168994128704,0.0,0.4579429626464844,0.530491292476654,-0.02472919598221779,0.0,0.4536927342414856,0.602249801158905,-0.023502416908740997,0.0,0.44391345977783203,0.6117293238639832,-0.016572827473282814,0.0,0.40955597162246704,0.5864464640617371,-0.007201969623565674,0.0,0.4224814772605896,0.5468510985374451,-0.03480247035622597,0.0,0.42215636372566223,0.6164588928222656,-0.02294207364320755,0.0,0.4139059782028198,0.6237978935241699,-0.00793638825416565,0.0,0.37246373295783997,0.5966728925704956,-0.012486737221479416,0.0,0.38740846514701843,0.5705521702766418,-0.030246926471590996,0.0,0.3909215033054352,0.6157434582710266,-0.02045208029448986,0.0,0.382793128490448,0.6219249367713928,-0.008632301352918148,0.0
A,0.39301931858062744,0.7483760714530945,-4.1315911403216887e-07,0.0,0.45499441027641296,0.7313222885131836,-0.014986390247941017,0.0,0.4997516870498657,0.6509625315666199,-0.01488504372537136,0.0,0.5159620046615601,0.5707997679710388,-0.01483957190066576,0.0,0.5333882570266724,0.522408664226532,-0.009276538155972958,0.0,0.47776687145233154,0.5849753022193909,0.002014035591855645,0.0,0.4933464229106903,0.5199868083000183,-0.01993102766573429,0.0,0.48550766706466675,0.5762468576431274,-0.0251461248844862,0.0,0.47382253408432007,0.6022205948829651,-0.024173634126782417,0.0,0.4442536234855652,0.5827714204788208,0.0015664458042010665,0.0,0.4587841033935547,0.5304545164108276,-0.021145330742001534,0.0,0.45310452580451965,0.6023634076118469,-0.020381923764944077,0.0,0.44450512528419495,0.6118264198303223,-0.01330343447625637,0.0,0.4106113910675049,0.5891144275665283,-0.003858451033011079,0.0,0.42287394404411316,0.5480082631111145,-0.03114301711320877,0.0,0.421097993850708,0.6163164377212524,-0.019093476235866547,0.0,0.4142678380012512,0.6225656867027283,-0.0036459953989833593,0.0,0.3744831681251526,0.598355233669281,-0.010222523473203182,0.0,0.3883015811443329,0.5689904689788818,-0.02606985904276371,0.0,0.39108437299728394,0.6138543486595154,-0.015212948434054852,0.0,0.3841616213321686,0.6213423609733582,-0.0026935110799968243,0.0
A,0.39372244477272034,0.7505322098731995,-4.0552814084549027e-07,0.0,0.45755794644355774,0.730392336845398,-0.014377839863300323,0.0,0.5010718703269958,0.6492443084716797,-0.014113487675786018,0.0,0.5153300762176514,0.5683242082595825,-0.013936763629317284,0.0,0.5310770869255066,0.5177589058876038,-0.008551805280148983,0.0,0.47791722416877747,0.5845797061920166,-0.00010490949352970347,0.0,0.4919043481349945,0.5202057957649231,-0.021742990240454674,0.0,0.48501676321029663,0.5782943964004517,-0.027207108214497566,0.0,0.4742489755153656,0.6043673157691956,-0.026809945702552795,0.0,0.443869024515152,0.5835434794425964,-0.0011884854175150394,0.0,0.45658227801322937,0.5296628475189209,-0.02388681098818779,0.0,0.4523835778236389,0.5998418927192688,-0.024255763739347458,0.0,0.44338637590408325,0.6118002533912659,-0.01872466504573822,0.0,0.40969347953796387,0.5904404520988464,-0.006853611208498478,0.0,0.42244768142700195,0.5483941435813904,-0.03396875783801079,0.0,0.42128854990005493,0.6159631013870239,-0.022687440738081932,0.0,0.41373324394226074,0.6251253485679626,-0.008200773037970066,0.0,0.3730389475822449,0.6008536219596863,-0.013356870971620083,0.0,0.38799750804901123,0.5696924328804016,-0.029348168522119522,0.0,0.39173439145088196,0.613456666469574,-0.01900498755276203,0.0,0.3848772346973419,0.6226637959480286,-0.007161456625908613,0.0
A,0.3922410309314728,0.7516370415687561,-4.1851896526168275e-07,0.0,0.4567403793334961,0.731456458568573,-0.01390745211392641,0.0,0.5014456510543823,0.6499292850494385,-0.013075696304440498,0.0,0.5154342651367188,0.5694031715393066,-0.012499050237238407,0.0,0.5318629741668701,0.5199275016784668,-0.0067624314688146114,0.0,0.4794039726257324,0.584800660610199,0.002135195303708315,0.0,0.493135929107666,0.5206796526908875,-0.019704027101397514,0.0,0.48460349440574646,0.5784842371940613,-0.025872543454170227,0.0,0.47400909662246704,0.6044803857803345,-0.025875495746731758,0.0,0.44481217861175537,0.5828283429145813,0.0010268943151459098,0.0,0.4578360617160797,0.5299060940742493,-0.02192934788763523,0.0,0.45197880268096924,0.5998779535293579,-0.022823508828878403,0.0,0.4431186020374298,0.6119809746742249,-0.017323274165391922,0.0,0.41028857231140137,0.5890698432922363,-0.004795442800968885,0.0,0.42264804244041443,0.5479635000228882,-0.03164499253034592,0.0,0.42034125328063965,0.6146137714385986,-0.020893119275569916,0.0,0.4134024679660797,0.6230705380439758,-0.006594938691705465,0.0,0.3734331429004669,0.598404586315155,-0.01145541574805975,0.0,0.38792169094085693,0.5676989555358887,-0.0265151746571064,0.0,0.3910040557384491,0.6112582683563232,-0.0160530973225832,0.0,0.3848915994167328,0.6200093626976013,-0.00410787807777524,0.0
A,0.3920934200286865,0.7493761777877808,-4.210262432025047e-07,0.0,0.45756596326828003,0.7305315136909485,-0.014684805646538734,0.0,0.5026081204414368,0.6504883766174316,-0.014348678290843964,0.0,0.5159294605255127,0.5682108402252197,-0.014117655344307423,0.0,0.5321967601776123,0.5180952548980713,-0.00860907044261694,0.0,0.47912299633026123,0.5845463871955872,9.206272079609334e-05,0.0,0.49275708198547363,0.5198365449905396,-0.021770639345049858,0.0,0.48443424701690674,0.5783448815345764,-0.027288854122161865,0.0,0.4738426208496094,0.6042687892913818,-0.027015255764126778,0.0,0.44432687759399414,0.5837242603302002,-0.0008693425334058702,0.0,0.4571366608142853,0.5300040245056152,-0.024355441331863403,0.0,0.4521094858646393,0.6003286242485046,-0.02498864009976387,0.0,0.44368594884872437,0.6116222143173218,-0.019557757303118706,0.0,0.4098823070526123,0.5905531644821167,-0.006481068674474955,0.0,0.4225183129310608,0.5473990440368652,-0.034258536994457245,0.0,0.42086994647979736,0.6142928004264832,-0.023170767351984978,0.0,0.4136841595172882,0.622563898563385,-0.008723531849682331,0.0,0.37289947271347046,0.6003826856613159,-0.012947531417012215,0.0,0.3880702257156372,0.5682392716407776,-0.029287492856383324,0.0,0.3914954960346222,0.6116344332695007,-0.019174616783857346,0.0,0.3846908211708069,0.6203560829162598,-0.0074775125831365585,0.0
A,0.3922610282897949,0.7492207288742065,-3.8511899447257747e-07,0.0,0.4572099447250366,0.7296642661094666,-0.014537518844008446,0.0,0.5013333559036255,0.6506840586662292,-0.014483763836324215,0.0,0.5152984857559204,0.5698415040969849,-0.014459718950092793,0.0,0.5304824709892273,0.5188897252082825,-0.009372361935675144,0.0,0.47752052545547485,0.5845813751220703,-0.0009052997338585556,0.0,0.4915708601474762,0.519888162612915,-0.02143796719610691,0.0,0.4860341548919678,0.5747507810592651,-0.026158098131418228,0.0,0.4740477502346039,0.6020353436470032,-0.02544931322336197,0.0,0.44302335381507874,0.5833167433738708,-0.0018019576091319323,0.0,0.4556178152561188,0.5290015935897827,-0.023527037352323532,0.0,0.4524465501308441,0.5978851318359375,-0.023827748373150826,0.0,0.4428694248199463,0.6103443503379822,-0.018643001094460487,0.0,0.4085870087146759,0.5899646282196045,-0.007071038242429495,0.0,0.42130106687545776,0.5462878346443176,-0.03334272652864456,0.0,0.42093977332115173,0.6120775938034058,-0.02233596332371235,0.0,0.41227686405181885,0.6211165189743042,-0.00850286427885294,0.0,0.37111371755599976,0.5999566316604614,-0.01320376805961132,0.0,0.38626712560653687,0.5689672827720642,-0.029462309554219246,0.0,0.3908894956111908,0.6109915375709534,-0.019781993702054024,0.0,0.38353461027145386,0.6187562346458435,-0.008595705963671207,0.0
A,0.390488862991333,0.7502349615097046,-4.107880897663563e-07,0.0,0.4560614824295044,0.7315043210983276,-0.014597143977880478,0.0,0.5012476444244385,0.651295006275177,-0.014120852574706078,0.0,0.5146654844284058,0.5693078637123108,-0.013535152189433575,0.0,0.5301021337509155,0.518807590007782,-0.0076863025315105915,0.0,0.4768607020378113,0.5855797529220581,-2.8716871383949183e-05,0.0,0.4911891520023346,0.521759033203125,-0.020505158230662346,0.0,0.4843598008155823,0.5792937278747559,-0.025440197438001633,0.0,0.47315531969070435,0.6037914156913757,-0.025101199746131897,0.0,0.4423861801624298,0.5842058062553406,-0.0006707807187922299,0.0,0.4552445113658905,0.530228316783905,-0.022528551518917084,0.0,0.451373428106308,0.5998476147651672,-0.02293998934328556,0.0,0.44213026762008667,0.610253632068634,-0.01784595102071762,0.0,0.4081781208515167,0.5906526446342468,-0.005749693606048822,0.0,0.4210885465145111,0.5456843972206116,-0.03198469430208206,0.0,0.42041757702827454,0.6123700141906738,-0.020788518711924553,0.0,0.41213640570640564,0.6205846071243286,-0.006843612063676119,0.0,0.37127819657325745,0.6001977920532227,-0.011673985049128532,0.0,0.38683396577835083,0.5684747099876404,-0.02746766433119774,0.0,0.39052870869636536,0.6115196943283081,-0.017469944432377815,0.0,0.38256657123565674,0.6195644736289978,-0.006108821835368872,0.0
A,0.3912608027458191,0.7513033151626587,-4.011465648545709e-07,0.0,0.4553619921207428,0.7320265769958496,-0.014645282179117203,0.0,0.49963149428367615,0.6508676409721375,-0.014674770645797253,0.0,0.5137296319007874,0.5700865387916565,-0.01467563770711422,0.0,0.5288284420967102,0.5198829174041748,-0.009421263821423054,0.0,0.4762190878391266,0.5839438438415527,-0.0017722508637234569,0.0,0.4902576506137848,0.5193419456481934,-0.0222916342318058,0.0,0.4834302067756653,0.5759518146514893,-0.026540633291006088,0.0,0.47132933139801025,0.6027938723564148,-0.025507774204015732,0.0,0.44167718291282654,0.5827540159225464,-0.0027504502795636654,0.0,0.45386171340942383,0.5298653841018677,-0.023907778784632683,0.0,0.4498704671859741,0.5997642874717712,-0.023391831666231155,0.0,0.4405595064163208,0.6102971434593201,-0.0178579930216074,0.0,0.4073655903339386,0.5898284912109375,-0.008086906746029854,0.0,0.41962143778800964,0.5448635816574097,-0.03372254967689514,0.0,0.4191219210624695,0.611829400062561,-0.02149869129061699,0.0,0.41096460819244385,0.6206129193305969,-0.0071549792774021626,0.0,0.3701561987400055,0.6003616452217102,-0.014355435036122799,0.0,0.3852123022079468,0.5676379203796387,-0.030025102198123932,0.0,0.38929376006126404,0.6112807989120483,-0.019268669188022614,0.0,0.3818025290966034,0.6201382875442505,-0.007404393516480923,0.0
A,0.3911519944667816,0.751352071762085,-4.2707753777904145e-07,0.0,0.45589494705200195,0.7312518954277039,-0.013653461821377277,0.0,0.500268816947937,0.6493086218833923,-0.013144717551767826,0.0,0.5131533741950989,0.5672667026519775,-0.012772067449986935,0.0,0.5289368629455566,0.5181319713592529,-0.007156051229685545,0.0,0.4768703877925873,0.5848971009254456,-0.000619966012891382,0.0,0.4900193214416504,0.520510196685791,-0.021406792104244232,0.0,0.4827880263328552,0.5796145796775818,-0.026116104796528816,0.0,0.4722958505153656,0.6037096381187439,-0.025671228766441345,0.0,0.4416654706001282,0.5839644074440002,-0.0019911378622055054,0.0,0.4534805119037628,0.5305215120315552,-0.02365606464445591,0.0,0.44977056980133057,0.6013198494911194,-0.02317427285015583,0.0,0.44135013222694397,0.610194742679596,-0.017742983996868134,0.0,0.40706223249435425,0.5908554196357727,-0.007721425499767065,0.0,0.4188321530818939,0.544563353061676,-0.03366436809301376,0.0,0.4186590015888214,0.612057626247406,-0.021201185882091522,0.0,0.41139185428619385,0.619806170463562,-0.006712234579026699,0.0,0.3697735369205475,0.600501537322998,-0.014287318103015423,0.0,0.38401490449905396,0.5668046474456787,-0.029500657692551613,0.0,0.3881760537624359,0.6108239889144897,-0.018413597717881203,0.0,0.38115519285202026,0.6197659373283386,-0.006487762555480003,0.0
